0.4107,0.4107,0.4107,0.3328,0.3328,0.0715,0.0715,0.0653,0.0653,0.0653,0.0294,0.0294,0.0264,0.0264,0.0264
-0.9240,-0.9240,-1.4698,-1.4698,-1.4698,-1.4698,-1.4698,-1.4698,-4.0221,-4.3470,-4.7191,-4.7191,-4.7191,-4.7191,-4.7191
0.0322,0.0322,0.0322,0.0322,0.0322,0.0322,0.0322,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0282
-0.3928,-0.3928,-0.3928,-0.3928,-1.1094,-1.1094,-1.1094,-1.1094,-1.1094,-1.3805,-1.6841,-2.1995,-2.9112,-2.9112,-2.9112
0.7652,0.7652,0.7652,-0.0052,-0.0052,-0.0052,-0.0052,-0.0052,-0.0052,-0.0834,-0.0834,-0.1109,-0.1547,-0.1547,-0.1560
-0.2492,-0.2492,-0.5280,-1.6208,-1.6208,-1.6208,-1.6208,-2.3554,-2.3554,-4.6828,-4.6828,-4.6828,-4.6828,-4.6828,-4.6828
-0.0971,-0.0971,-0.1022,-0.1022,-0.1022,-0.1022,-0.1022,-0.1059,-0.1059,-0.1059,-0.1090,-0.1090,-0.1234,-0.1234,-0.1234
0.1807,0.1807,0.1807,0.1794,0.1794,0.0881,0.0881,0.0847,0.0847,0.0789,0.0789,0.0789,0.0789,0.0675,0.0675
-0.0209,-0.0784,-0.1019,-0.1382,-0.1708,-1.2706,-1.2706,-1.2706,-3.4880,-3.4880,-3.4880,-3.4880,-3.4880,-3.4880,-3.4880
0.8182,0.0415,-0.0906,-1.7355,-2.1906,-2.1906,-2.1906,-2.2151,-2.7381,-2.7381,-2.7381,-2.7381,-2.8501,-2.8501,-2.8501
0.4991,0.4991,0.4991,0.3481,0.1300,-0.1852,-0.7621,-0.7621,-0.7621,-0.7621,-1.8608,-2.1559,-2.1559,-2.1559,-2.1559
-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555,-0.9555
-0.3826,-0.3826,-1.0893,-1.0893,-1.7321,-2.0674,-4.1086,-6.3688,-6.3688,-6.3688,-6.9358,-6.9358,-6.9358,-6.9358,-6.9358
-3.3772,-3.3772,-3.3772,-3.3772,-3.3772,-3.3772,-3.3772,-4.0434,-4.0434,-4.0434,-4.0434,-4.0434,-4.0434,-4.0848,-4.0848
-1.5838,-1.9976,-1.9976,-1.9976,-1.9976,-1.9976,-1.9976,-1.9976,-1.9976,-1.9976,-1.9976,-2.7079,-2.7079,-2.7079,-2.7079
