-0.0037,-0.0107,-0.0631,-0.0631,-0.0631,-0.1108,-0.1108,-0.1108,-0.5882,-0.5882,-0.5882,-0.5882,-0.5882,-0.9170,-0.9170
-0.0244,-0.9476,-0.9476,-0.9476,-1.1862,-2.0677,-2.0677,-2.0677,-2.0677,-2.0677,-2.0677,-2.0677,-2.2043,-2.2043,-2.2043
0.0526,0.0346,0.0346,0.0346,0.0346,0.0139,0.0040,0.0040,0.0040,0.0040,0.0010,0.0010,0.0010,0.0010,0.0010
0.1675,0.1675,0.1675,0.1675,0.1675,0.1675,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016,0.0000
-0.1422,-0.1723,-0.4185,-0.4185,-0.4185,-0.4185,-0.4871,-0.5194,-0.5194,-1.0109,-1.0109,-1.0109,-1.5909,-1.6810,-1.6810
-0.1239,-0.1239,-0.1239,-0.1266,-0.1266,-0.1266,-0.1275,-0.1275,-0.2125,-0.2125,-0.2125,-0.2125,-0.2125,-0.2125,-0.2125
0.2459,0.2459,0.0321,0.0321,0.0321,-0.1339,-0.1339,-0.1339,-0.1339,-0.1339,-0.1339,-0.1339,-0.1339,-0.1339,-0.1339
0.0682,0.0682,0.0682,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.0101,-0.7757,-0.7757,-1.9736,-2.0092,-2.2104,-2.3313
-2.3247,-2.8956,-2.8956,-2.8956,-2.8956,-2.8956,-2.8956,-2.8956,-2.8956,-2.8956,-2.8956,-2.8956,-3.0894,-3.8124,-4.1309
-2.2796,-2.2796,-2.2796,-2.2796,-2.2796,-2.2796,-2.8722,-2.8722,-2.8722,-2.8722,-2.8722,-2.8722,-2.8722,-2.8722,-2.8722
-2.2765,-2.2765,-2.2765,-2.2765,-2.2765,-2.2765,-2.2765,-3.2360,-3.2360,-3.2360,-3.3134,-3.9175,-3.9175,-3.9175,-4.4270
-3.6666,-3.6666,-3.6666,-3.6666,-4.1250,-4.1250,-4.1250,-4.1250,-4.9232,-4.9232,-4.9232,-4.9232,-4.9232,-4.9232,-4.9232
-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566,-0.0566
-0.2168,-0.3475,-0.3475,-0.3475,-0.3475,-0.3475,-0.3475,-0.9942,-0.9942,-0.9942,-0.9942,-0.9942,-1.3139,-1.3139,-1.3139
-0.0754,-0.0754,-0.1005,-0.1005,-0.1005,-0.1820,-0.2637,-0.2637,-0.2638,-0.2638,-0.2638,-0.2638,-0.2638,-0.2638,-0.2638
