-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637,-0.0637
-0.2102,-0.2482,-0.2482,-0.2482,-0.2482,-0.2482,-0.2482,-0.2482,-0.2482,-0.4085,-0.4085,-0.4085,-0.4237,-0.4237,-0.4237
-1.7138,-1.7138,-1.9372,-1.9372,-1.9372,-1.9372,-1.9372,-1.9372,-1.9372,-2.0237,-2.0879,-2.3029,-2.3482,-2.3482,-2.6478
-1.2767,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504,-1.3504
-1.3518,-1.3518,-1.3518,-1.3518,-1.3518,-1.3518,-1.4167,-1.4167,-1.4167,-2.2061,-2.2061,-2.2061,-2.2061,-2.2061,-2.2061
0.024,0.024,0.0121,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0102,0.0064,0.0064,0.0064
-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.5332,-0.8679,-0.8679,-0.8679,-0.8679
-0.4648,-0.4648,-0.4648,-0.4648,-0.4648,-0.4648,-0.9769,-0.9769,-0.9769,-0.9769,-0.9769,-0.9769,-0.9769,-0.9769,-0.9769
-2.2952,-3.2213,-3.2213,-3.2213,-5.0642,-5.0642,-5.0642,-5.0642,-5.0642,-5.0642,-5.0642,-5.4509,-5.6786,-5.6786,-5.6786
0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.5335,0.4982,-0.3663,-0.3663,-0.7323,-1.0797,-1.0797,-1.0797
-0.4736,-1.1123,-1.1123,-1.3794,-1.3797,-1.3797,-1.3797,-1.3797,-1.3797,-1.3797,-1.3797,-1.4104,-1.4104,-1.4104,-1.5282
0.4899,0.2564,0.1909,0.1909,0.1909,0.1909,0.1141,0.1141,0.1141,0.1141,0.1141,0.1141,0.1141,0.1141,0.1141
0.3911,0.3911,0.3911,0.3911,0.3911,0.3911,0.3911,0.3911,0.3911,0.3911,0.3911,0.3911,0.0917,0.0917,0.0765
0.1341,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771,0.0771,0.057,0.057,-0.0226,-0.0226,-0.0226,-0.0226
0.0811,0.0811,0.0811,0.0811,0.0811,0.0811,0.0635,0.0635,0.0635,0.0381,0.0381,0.0381,0.0381,0.0381,0.0191
